Filer_ID,Filer_NamL,Report_Num,Committee_Type,Rpt_Date,From_Date,Thru_Date,Elect_Date,tblCover_Office_Cd,tblCover_Offic_Dscr,Rec_Type,Form_Type,Tran_ID,Entity_Cd,Payee_NamL,Payee_NamF,Payee_NamT,Payee_NamS,Payee_Adr1,Payee_Adr2,Payee_City,Payee_State,Payee_Zip4,Expn_Date,Amount,Cum_YTD,Expn_ChkNo,Expn_Code,Expn_Dscr,Agent_NamL,Agent_NamF,Agent_NamT,Agent_NamS,Cmte_ID,Tres_NamL,Tres_NamF,Tres_NamT,Tres_NamS,Tres_Adr1,Tres_Adr2,Tres_City,Tres_ST,Tres_ZIP4,Cand_NamL,Cand_NamF,Cand_NamT,Cand_NamS,Office_Cd,Offic_Dscr,Juris_Cd,Juris_Dscr,Dist_No,Off_S_H_Cd,Bal_Name,Bal_Num,Bal_Juris,Sup_Opp_Cd,Memo_Code,Memo_RefNo,BakRef_TID,G_From_E_F,XRef_SchNm,XRef_Match
1331137,"FAMILIES AND EDUCATORS FOR PUBLIC EDUCATION, SPONSORED BY GO PUBLIC SCHOOLS ADVOCATES",002,RCP,2017-12-21,2016-10-23,2016-12-31,,,,EXPN,D,EDT23,COM,HUBER TRENADO NOVEMBER 2016 IE,,,,,,,,,2016-10-24,5000,99288.96,,IND,WEB,,,,,,,,,,,,,,,HUBER TRENADO,,,,OTH,SCHOOL BOARD,OTH,OAKLAND UNIFIED SCHOOL DISTRICT,5,,,,,S,,,,,,
1331137,"FAMILIES AND EDUCATORS FOR PUBLIC EDUCATION, SPONSORED BY GO PUBLIC SCHOOLS ADVOCATES",002,RCP,2017-12-21,2016-10-23,2016-12-31,,,,EXPN,D,PDT304,COM,HUBER TRENADO NOVEMBER 2016 IE,,,,,,,,,2016-10-31,7871.17,99288.96,,IND,STAFF TIME,,,,,,,,,,,,,,,HUBER TRENADO,,,,OTH,SCHOOL BOARD,OTH,OAKLAND UNIFIED SCHOOL DISTRICT,5,,,,,S,,,,,,
1331137,"FAMILIES AND EDUCATORS FOR PUBLIC EDUCATION, SPONSORED BY GO PUBLIC SCHOOLS ADVOCATES",002,RCP,2017-12-21,2016-10-23,2016-12-31,,,,EXPN,D,EDT37,COM,HUBER TRENADO NOVEMBER 2016 IE,,,,,,,,,2016-11-03,129.78,99288.96,,IND,PHO,,,,,,,,,,,,,,,HUBER TRENADO,,,,OTH,SCHOOL BOARD,OTH,OAKLAND UNIFIED SCHOOL DISTRICT,5,,,,,S,,,,,,
1331137,"FAMILIES AND EDUCATORS FOR PUBLIC EDUCATION, SPONSORED BY GO PUBLIC SCHOOLS ADVOCATES",002,RCP,2017-12-21,2016-10-23,2016-12-31,,,,EXPN,D,PDT420,COM,HUBER TRENADO NOVEMBER 2016 IE,,,,,,,,,2016-11-04,6174.92,99288.96,,IND,WEB,,,,,,,,,,,,,,,HUBER TRENADO,,,,OTH,SCHOOL BOARD,OTH,OAKLAND UNIFIED SCHOOL DISTRICT,5,,,,,S,,,,,,
1331137,"FAMILIES AND EDUCATORS FOR PUBLIC EDUCATION, SPONSORED BY GO PUBLIC SCHOOLS ADVOCATES",002,RCP,2017-12-21,2016-10-23,2016-12-31,,,,EXPN,D,PDT337,COM,HUBER TRENADO NOVEMBER 2016 IE,,,,,,,,,2016-11-04,7856,99288.96,,IND,LIT,,,,,,,,,,,,,,,HUBER TRENADO,,,,OTH,SCHOOL BOARD,OTH,OAKLAND UNIFIED SCHOOL DISTRICT,5,,,,,S,,,,,,
1331137,"FAMILIES AND EDUCATORS FOR PUBLIC EDUCATION, SPONSORED BY GO PUBLIC SCHOOLS ADVOCATES",002,RCP,2017-12-21,2016-10-23,2016-12-31,,,,EXPN,D,PDT321,COM,HUBER TRENADO NOVEMBER 2016 IE,,,,,,,,,2016-11-05,5000,99288.96,,IND,CANVASSING,,,,,,,,,,,,,,,HUBER TRENADO,,,,OTH,SCHOOL BOARD,OTH,OAKLAND UNIFIED SCHOOL DISTRICT,5,,,,,S,,,,,,
1331137,"FAMILIES AND EDUCATORS FOR PUBLIC EDUCATION, SPONSORED BY GO PUBLIC SCHOOLS ADVOCATES",002,RCP,2017-12-21,2016-10-23,2016-12-31,,,,EXPN,D,EDT29,COM,HUBER TRENADO NOVEMBER 2016 IE,,,,,,,,,2016-11-07,1050,99288.96,,IND,WEB,,,,,,,,,,,,,,,HUBER TRENADO,,,,OTH,SCHOOL BOARD,OTH,OAKLAND UNIFIED SCHOOL DISTRICT,5,,,,,S,,,,,,
1331137,"FAMILIES AND EDUCATORS FOR PUBLIC EDUCATION, SPONSORED BY GO PUBLIC SCHOOLS ADVOCATES",002,RCP,2017-12-21,2016-10-23,2016-12-31,,,,EXPN,D,PDT338,COM,HUBER TRENADO NOVEMBER 2016 IE,,,,,,,,,2016-11-07,7856,99288.96,,IND,LIT,,,,,,,,,,,,,,,HUBER TRENADO,,,,OTH,SCHOOL BOARD,OTH,OAKLAND UNIFIED SCHOOL DISTRICT,5,,,,,S,,,,,,
1331137,"FAMILIES AND EDUCATORS FOR PUBLIC EDUCATION, SPONSORED BY GO PUBLIC SCHOOLS ADVOCATES",002,RCP,2017-12-21,2016-10-23,2016-12-31,,,,EXPN,D,PDT434,COM,HUBER TRENADO NOVEMBER 2016 IE,,,,,,,,,2016-11-08,229.6,99288.96,,IND,PHO,,,,,,,,,,,,,,,HUBER TRENADO,,,,OTH,SCHOOL BOARD,OTH,OAKLAND UNIFIED SCHOOL DISTRICT,5,,,,,S,,,,,,
1331137,"FAMILIES AND EDUCATORS FOR PUBLIC EDUCATION, SPONSORED BY GO PUBLIC SCHOOLS ADVOCATES",002,RCP,2017-12-21,2016-10-23,2016-12-31,,,,EXPN,D,PDT427,COM,HUBER TRENADO NOVEMBER 2016 IE,,,,,,,,,2016-11-08,5711.57,99288.96,,IND,LIT,,,,,,,,,,,,,,,HUBER TRENADO,,,,OTH,SCHOOL BOARD,OTH,OAKLAND UNIFIED SCHOOL DISTRICT,5,,,,,S,,,,,,
